PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3
299,Glenn,Robinson,San Antonio Spurs,NBA Champion,,2004-05,,,,Award,Champion,,
299,Glenn,Robinson,Milwaukee Bucks,NBA Player of the Week,,1996-97,,1997-01-12T00:00:00,,Award,Kia Motors,KIPWK,
299,Glenn,Robinson,Milwaukee Bucks,NBA Player of the Week,,2000-01,,2000-12-17T00:00:00,,Award,Kia Motors,KIPWK,
299,Glenn,Robinson,Atlanta Hawks,NBA Player of the Week,,2002-03,,2002-11-03T00:00:00,East,Award,Kia Motors,KIPWK,
299,Glenn,Robinson,Milwaukee Bucks,NBA Rookie of the Month,,1994-95,04/01/1995,,,Award,Kia Motors,KIRMO,
299,Glenn,Robinson,Milwaukee Bucks,NBA Rookie of the Month,,1994-95,12/01/1994,,,Award,Kia Motors,KIRMO,
255,Grant,Hill,Detroit Pistons,All-NBA,2,1995-96,,,1610612765,Award,Kia Motors,KIANT,
255,Grant,Hill,Detroit Pistons,All-NBA,1,1996-97,,,1610612765,Award,Kia Motors,KIANT,
255,Grant,Hill,Detroit Pistons,All-NBA,2,1997-98,,,1610612765,Award,Kia Motors,KIANT,
255,Grant,Hill,Detroit Pistons,All-NBA,2,1998-99,,,1610612765,Award,Kia Motors,KIANT,
255,Grant,Hill,Detroit Pistons,All-NBA,2,1999-00,,,1610612765,Award,Kia Motors,KIANT,
255,Grant,Hill,Detroit Pistons,All-Rookie Team,1,1994-95,,,1610612765,Award,Kia Motors,KIART,
255,Grant,Hill,,Hall of Fame Inductee,,2018,,,,Award,Hall of Fame,,
255,Grant,Hill,Detroit Pistons,IBM Award,,1996-97,,,,Award,IBM,IBMAW,
255,Grant,Hill,,NBA All-Star,,1994-95,,,,Award,All-Star,,
255,Grant,Hill,,NBA All-Star,,1995-96,,,,Award,All-Star,,
